TMSim_D,TMSim_H,,FSCA_Year,FSCA_D,FSCA_H,,Uconn_D,U-Conn_H,BCI_D,BCI_H,WES_D,WES_H,UF_D,UF_H
411,6.582,,2.263013699,826.0000001,5.438876689,,,,,,,,,
412,6.577,,2.268493151,828.0000001,5.435574427,,,,,,,,,
413,6.572,,2.273972603,830.0000001,5.432284904,,,,,,,,,
414,6.567,,2.279452055,832.0000001,5.429008046,,,,,,,,,
415,6.562,,2.284931507,834.0000001,5.425743779,,,,,,,,,
416,6.557,,2.290410959,836,5.42249203,,,,,,,,,
417,6.552,,2.295890411,838,5.419252726,,,,,,,,,
418,6.547,,2.301369863,840,5.416025797,,,,,,,,,
419,6.542,,2.306849315,842,5.412811171,,,,,,,,,
420,6.537,,2.312328767,844,5.409608777,,,,,,,,,
421,6.532,,2.317808219,845.9999999,5.406418545,,,,,,,,,
422,6.527,,2.323287671,847.9999999,5.403240406,,,,,,,,,
423,6.522,,2.328767123,849.9999999,5.40007429,,,,,,,,,
424,6.518,,2.334246575,851.9999999,5.39692013,,,,,,,,,
425,6.513,,2.339726027,853.9999999,5.393777856,,,,,,,,,
426,6.508,,2.345205479,855.9999998,5.390647403,,,,,,,,,
427,6.503,,2.350684932,858.0000002,5.387528702,,,,,,,,,
428,6.498,,2.356164384,860.0000002,5.384421688,,,,,,,,,
429,6.494,,2.361643836,862.0000001,5.381326294,,,,,,,,,
430,6.489,,2.367123288,864.0000001,5.378242456,,,,,,,,,
431,6.484,,2.37260274,866.0000001,5.375170109,,,,,,,,,
432,6.479,,2.378082192,868.0000001,5.372109188,,,,,,,,,
433,6.475,,2.383561644,870.0000001,5.369059629,,,,,,,,,
434,6.47,,2.389041096,872,5.366021369,,,,,,,,,
435,6.465,,2.394520548,874,5.362994345,,,,,,,,,
436,6.461,,2.4,876,5.359978495,,,,,,,,,
437,6.456,,2.405479452,878,5.356973757,,,,,,,,,
438,6.451,,2.410958904,880,5.35398007,,,,,,,,,
439,6.447,,2.416438356,881.9999999,5.350997372,,,,,,,,,
440,6.442,,2.421917808,883.9999999,5.348025603,,,,,,,,,
441,6.438,,2.42739726,885.9999999,5.345064702,,,,,,,,,
442,6.433,,2.432876712,887.9999999,5.342114612,,,,,,,,,
443,6.429,,2.438356164,889.9999999,5.339175271,,,,,,,,,
444,6.424,,2.443835616,891.9999998,5.336246621,,,,,,,,,
445,6.419,,2.449315068,893.9999998,5.333328605,,,,,,,,,
446,6.415,,2.454794521,896.0000002,5.330421164,,,,,,,,,
447,6.41,,2.460273973,898.0000001,5.327524241,,,,,,,,,
448,6.406,,2.465753425,900.0000001,5.324637779,,,,,,,,,
449,6.402,,2.471232877,902.0000001,5.321761722,,,,,,,,,
450,6.397,,2.476712329,904.0000001,5.318896012,,,,,,,,,
451,6.393,,2.482191781,906.0000001,5.316040595,,,,,,,,,
452,6.388,,2.487671233,908,5.313195416,,,,,,,,,
453,6.384,,2.493150685,910,5.310360418,,,,,,,,,
454,6.379,,2.498630137,912,5.307535549,,,,,,,,,
455,6.375,,2.504109589,914,5.304720753,,,,,,,,,
456,6.371,,2.509589041,916,5.301915977,,,,,,,,,
457,6.366,,2.515068493,917.9999999,5.299121167,,,,,,,,,
458,6.362,,2.520547945,919.9999999,5.296336272,,,,,,,,,
459,6.358,,2.526027397,921.9999999,5.293561237,,,,,,,,,
460,6.353,,2.531506849,923.9999999,5.290796012,,,,,,,,,
461,6.349,,2.536986301,925.9999999,5.288040544,,,,,,,,,
462,6.345,,2.542465753,927.9999998,5.285294782,,,,,,,,,
463,6.341,,2.547945205,929.9999998,5.282558674,,,,,,,,,
464,6.336,,2.553424658,932.0000002,5.279832171,,,,,,,,,
465,6.332,,2.55890411,934.0000002,5.277115221,,,,,,,,,
466,6.328,,2.564383562,936.0000001,5.274407776,,,,,,,,,
467,6.324,,2.569863014,938.0000001,5.271709785,,,,,,,,,
468,6.32,,2.575342466,940.0000001,5.269021198,,,,,,,,,
469,6.315,,2.580821918,942.0000001,5.266341968,,,,,,,,,
470,6.311,,2.58630137,944.0000001,5.263672046,,,,,,,,,
471,6.307,,2.591780822,946,5.261011383,,,,,,,,,
472,6.303,,2.597260274,948,5.258359932,,,,,,,,,
473,6.299,,2.602739726,950,5.255717644,,,,,,,,,
474,6.295,,2.608219178,952,5.253084474,,,,,,,,,
475,6.291,,2.61369863,954,5.250460374,,,,,,,,,
476,6.287,,2.619178082,955.9999999,5.247845297,,,,,,,,,
477,6.283,,2.624657534,957.9999999,5.245239198,,,,,,,,,
478,6.278,,2.630136986,959.9999999,5.24264203,,,,,,,,,
479,6.274,,2.635616438,961.9999999,5.240053748,,,,,,,,,
480,6.27,,2.64109589,963.9999999,5.237474307,,,,,,,,,
481,6.266,,2.646575342,965.9999998,5.234903662,,,,,,,,,
482,6.262,,2.652054795,968.0000002,5.232341768,,,,,,,,,
483,6.258,,2.657534247,970.0000002,5.229788581,,,,,,,,,
484,6.254,,2.663013699,972.0000001,5.227244057,,,,,,,,,
485,6.25,,2.668493151,974.0000001,5.224708152,,,,,,,,,
486,6.247,,2.673972603,976.0000001,5.222180823,,,,,,,,,
487,6.243,,2.679452055,978.0000001,5.219662027,,,,,,,,,
488,6.239,,2.684931507,980.0000001,5.217151721,,,,,,,,,
489,6.235,,2.690410959,982,5.214649862,,,,,,,,,
490,6.231,,2.695890411,984,5.212156409,,,,,,,,,
491,6.227,,2.701369863,986,5.209671319,,,,,,,,,
492,6.223,,2.706849315,988,5.207194551,,,,,,,,,
493,6.219,,2.712328767,990,5.204726063,,,,,,,,,
494,6.215,,2.717808219,991.9999999,5.202265815,,,,,,,,,
495,6.211,,2.723287671,993.9999999,5.199813766,,,,,,,,,
496,6.208,,2.728767123,995.9999999,5.197369874,,,,,,,,,
497,6.204,,2.734246575,997.9999999,5.194934101,,,,,,,,,
498,6.2,,2.739726027,999.9999999,5.192506405,,,,,,,,,
499,6.196,,2.745205479,1002,5.190086747,,,,,,,,,
500,6.192,,2.750684932,1004,5.187675089,,,,,,,,,
501,6.189,,2.756164384,1006,5.18527139,,,,,,,,,
502,6.185,,2.761643836,1008,5.182875611,,,,,,,,,
503,6.181,,2.767123288,1010,5.180487715,,,,,,,,,
504,6.177,,2.77260274,1012,5.178107662,,,,,,,,,
505,6.174,,2.778082192,1014,5.175735415,,,,,,,,,
506,6.17,,2.783561644,1016,5.173370936,,,,,,,,,
507,6.166,,2.789041096,1018,5.171014186,,,,,,,,,
508,6.163,,2.794520548,1020,5.16866513,,,,,,,,,
509,6.159,,2.8,1022,5.166323729,,,,,,,,,
510,6.155,,2.805479452,1024,5.163989946,,,,,,,,,
511,6.152,,2.810958904,1026,5.161663746,,,,,,,,,
512,6.148,,2.816438356,1028,5.159345091,,,,,,,,,
513,6.144,,2.821917808,1030,5.157033946,,,,,,,,,
514,6.141,,2.82739726,1032,5.154730274,,,,,,,,,
515,6.137,,2.832876712,1034,5.15243404,,,,,,,,,
516,6.134,,2.838356164,1036,5.150145208,,,,,,,,,
517,6.13,,2.843835616,1038,5.147863744,,,,,,,,,
518,6.126,,2.849315068,1040,5.145589611,,,,,,,,,
519,6.123,,2.854794521,1042,5.143322776,,,,,,,,,
520,6.119,,2.860273973,1044,5.141063204,,,,,,,,,
521,6.116,,2.865753425,1046,5.138810861,,,,,,,,,
522,6.112,,2.871232877,1048,5.136565711,,,,,,,,,
523,6.109,,2.876712329,1050,5.134327723,,,,,,,,,
524,6.105,,2.882191781,1052,5.132096861,,,,,,,,,
525,6.102,,2.887671233,1054,5.129873093,,,,,,,,,
526,6.098,,2.893150685,1056,5.127656384,,,,,,,,,
527,6.095,,2.898630137,1058,5.125446703,,,,,,,,,
528,6.091,,2.904109589,1060,5.123244016,,,,,,,,,
529,6.088,,2.909589041,1062,5.121048291,,,,,,,,,
530,6.084,,2.915068493,1064,5.118859496,,,,,,,,,
531,6.081,,2.920547945,1066,5.116677597,,,,,,,,,
532,6.077,,2.926027397,1068,5.114502564,,,,,,,,,
533,6.074,,2.931506849,1070,5.112334364,,,,,,,,,
534,6.071,,2.936986301,1072,5.110172966,,,,,,,,,
535,6.067,,2.942465753,1074,5.108018338,,,,,,,,,
536,6.064,,2.947945205,1076,5.105870449,,,,,,,,,
537,6.06,,2.953424658,1078,5.103729269,,,,,,,,,
538,6.057,,2.95890411,1080,5.101594766,,,,,,,,,
539,6.054,,2.964383562,1082,5.09946691,,,,,,,,,
540,6.05,,2.969863014,1084,5.09734567,,,,,,,,,
541,6.047,,2.975342466,1086,5.095231017,,,,,,,,,
542,6.044,,2.980821918,1088,5.093122919,,,,,,,,,
543,6.04,,2.98630137,1090,5.091021348,,,,,,,,,
544,6.037,,2.991780822,1092,5.088926274,,,,,,,,,
545,6.034,,2.997260274,1094,5.086837667,,,,,,,,,
546,6.03,,3.002739726,1096,5.084755498,,,,,,,,,
547,6.027,,3.008219178,1098,5.082679737,,,,,,,,,
548,6.024,,3.01369863,1100,5.080610356,,,,,,,,,
549,6.021,,3.019178082,1102,5.078547327,,,,,,,,,
550,6.017,,3.024657534,1104,5.07649062,,,,,,,,,
551,6.014,,3.030136986,1106,5.074440207,,,,,,,,,
552,6.011,,3.035616438,1108,5.072396059,,,,,,,,,
553,6.008,,3.04109589,1110,5.07035815,,,,,,,,,
554,6.004,,3.046575342,1112,5.06832645,,,,,,,,,
555,6.001,,3.052054795,1114,5.066300933,,,,,,,,,
556,5.998,,3.057534247,1116,5.06428157,,,,,,,,,
557,5.995,,3.063013699,1118,5.062268335,,,,,,,,,
558,5.992,,3.068493151,1120,5.060261199,,,,,,,,,
559,5.989,,3.073972603,1122,5.058260137,,,,,,,,,
560,5.985,,3.079452055,1124,5.056265121,,,,,,,,,
561,5.982,,3.084931507,1126,5.054276124,,,,,,,,,
562,5.979,,3.090410959,1128,5.052293119,,,,,,,,,
563,5.976,,3.095890411,1130,5.050316081,,,,,,,,,
564,5.973,,3.101369863,1132,5.048344984,,,,,,,,,
565,5.97,,3.106849315,1134,5.0463798,,,,,,,,,
566,5.966,,3.112328767,1136,5.044420505,,,,,,,,,
567,5.963,,3.117808219,1138,5.042467071,,,,,,,,,
568,5.96,,3.123287671,1140,5.040519475,,,,,,,,,
569,5.957,,3.128767123,1142,5.03857769,,,,,,,,,
570,5.954,,3.134246575,1144,5.03664169,,,,,,,,,
571,5.951,,3.139726027,1146,5.034711452,,,,,,,,,
572,5.948,,3.145205479,1148,5.032786949,,,,,,,,,
573,5.945,,3.150684932,1150,5.030868157,,,,,,,,,
574,5.942,,3.156164384,1152,5.028955051,,,,,,,,,
575,5.939,,3.161643836,1154,5.027047607,,,,,,,,,
576,5.936,,3.167123288,1156,5.0251458,,,,,,,,,
577,5.933,,3.17260274,1158,5.023249605,,,,,,,,,
578,5.93,,3.178082192,1160,5.021358999,,,,,,,,,
579,5.927,,3.183561644,1162,5.019473958,,,,,,,,,
580,5.924,,3.189041096,1164,5.017594458,,,,,,,,,
581,5.921,,3.194520548,1166,5.015720475,,,,,,,,,
582,5.918,,3.2,1168,5.013851985,,,,,,,,,
583,5.915,,3.205479452,1170,5.011988965,,,,,,,,,
584,5.912,,3.210958904,1172,5.010131392,,,,,,,,,
585,5.909,,3.216438356,1174,5.008279242,,,,,,,,,
586,5.906,,3.221917808,1176,5.006432493,,,,,,,,,
587,5.903,,3.22739726,1178,5.004591121,,,,,,,,,
588,5.9,,3.232876712,1180,5.002755104,,,,,,,,,
589,5.897,,3.238356164,1182,5.000924419,,,,,,,,,
590,5.894,,3.243835616,1184,4.999099043,,,,,,,,,
591,5.891,,3.249315068,1186,4.997278955,,,,,,,,,
592,5.888,,3.254794521,1188,4.995464132,,,,,,,,,
593,5.885,,3.260273973,1190,4.993654551,,,,,,,,,
594,5.882,,3.265753425,1192,4.991850192,,,,,,,,,
595,5.879,,3.271232877,1194,4.990051031,,,,,,,,,
596,5.876,,3.276712329,1196,4.988257047,,,,,,,,,
597,5.874,,3.282191781,1198,4.986468219,,,,,,,,,
598,5.871,,3.287671233,1200,4.984684524,,,,,,,,,
599,5.868,,3.293150685,1202,4.982905943,,,,,,,,,
600,5.865,,3.298630137,1204,4.981132452,,,,,,,,,
601,5.862,,3.304109589,1206,4.979364032,,,,,,,,,
602,5.859,,3.309589041,1208,4.977600661,,,,,,,,,
603,5.856,,3.315068493,1210,4.975842318,,,,,,,,,
604,5.854,,3.320547945,1212,4.974088982,,,,,,,,,
605,5.851,,3.326027397,1214,4.972340633,,,,,,,,,
606,5.848,,3.331506849,1216,4.970597251,,,,,,,,,
607,5.845,,3.336986301,1218,4.968858814,,,,,,,,,
608,5.842,,3.342465753,1220,4.967125302,,,,,,,,,
609,5.839,,3.347945205,1222,4.965396696,,,,,,,,,
610,5.837,,3.353424658,1224,4.963672975,,,,,,,,,
611,5.834,,3.35890411,1226,4.961954119,,,,,,,,,
612,5.831,,3.364383562,1228,4.960240108,,,,,,,,,
613,5.828,,3.369863014,1230,4.958530922,,,,,,,,,
614,5.826,,3.375342466,1232,4.956826542,,,,,,,,,
615,5.823,,3.380821918,1234,4.955126949,,,,,,,,,
616,5.82,,3.38630137,1236,4.953432122,,,,,,,,,
617,5.817,,3.391780822,1238,4.951742042,,,,,,,,,
618,5.814,,3.397260274,1240,4.950056691,,,,,,,,,
619,5.812,,3.402739726,1242,4.948376049,,,,,,,,,
620,5.809,,3.408219178,1244,4.946700097,,,,,,,,,
621,5.806,,3.41369863,1246,4.945028816,,,,,,,,,
622,5.804,,3.419178082,1248,4.943362187,,,,,,,,,
623,5.801,,3.424657534,1250,4.941700192,,,,,,,,,
624,5.798,,3.430136986,1252,4.940042812,,,,,,,,,
625,5.795,,3.435616438,1254,4.938390029,,,,,,,,,
626,5.793,,3.44109589,1256,4.936741823,,,,,,,,,
627,5.79,,3.446575342,1258,4.935098178,,,,,,,,,
628,5.787,,3.452054795,1260,4.933459073,,,,,,,,,
629,5.785,,3.457534247,1262,4.931824493,,,,,,,,,
630,5.782,,3.463013699,1264,4.930194418,,,,,,,,,
631,5.779,,3.468493151,1266,4.92856883,,,,,,,,,
632,5.777,,3.473972603,1268,4.926947712,,,,,,,,,
633,5.774,,3.479452055,1270,4.925331046,,,,,,,,,
634,5.771,,3.484931507,1272,4.923718815,,,,,,,,,
635,5.769,,3.490410959,1274,4.922111,,,,,,,,,
636,5.766,,3.495890411,1276,4.920507585,,,,,,,,,
637,5.764,,3.501369863,1278,4.918908551,,,,,,,,,
638,5.761,,3.506849315,1280,4.917313883,,,,,,,,,
639,5.758,,3.512328767,1282,4.915723562,,,,,,,,,
640,5.756,,3.517808219,1284,4.914137572,,,,,,,,,
641,5.753,,3.523287671,1286,4.912555896,,,,,,,,,
642,5.751,,3.528767123,1288,4.910978516,,,,,,,,,
643,5.748,,3.534246575,1290,4.909405416,,,,,,,,,
644,5.745,,3.539726027,1292,4.90783658,,,,,,,,,
645,5.743,,3.545205479,1294,4.90627199,,,,,,,,,
646,5.74,,3.550684932,1296,4.90471163,,,,,,,,,
647,5.738,,3.556164384,1298,4.903155484,,,,,,,,,
648,5.735,,3.561643836,1300,4.901603535,,,,,,,,,
649,5.733,,3.567123288,1302,4.900055767,,,,,,,,,
650,5.73,,3.57260274,1304,4.898512164,,,,,,,,,
651,5.727,,3.578082192,1306,4.89697271,,,,,,,,,
652,5.725,,3.583561644,1308,4.895437388,,,,,,,,,
653,5.722,,3.589041096,1310,4.893906183,,,,,,,,,
654,5.72,,3.594520548,1312,4.892379079,,,,,,,,,
655,5.717,,3.6,1314,4.890856061,,,,,,,,,
656,5.715,,3.605479452,1316,4.889337112,,,,,,,,,
657,5.712,,3.610958904,1318,4.887822216,,,,,,,,,
658,5.71,,3.616438356,1320,4.886311359,,,,,,,,,
659,5.707,,3.621917808,1322,4.884804526,,,,,,,,,
660,5.705,,3.62739726,1324,4.883301699,,,,,,,,,
661,5.702,,3.632876712,1326,4.881802865,,,,,,,,,
662,5.7,,3.638356164,1328,4.880308008,,,,,,,,,
663,5.697,,3.643835616,1330,4.878817113,,,,,,,,,
664,5.695,,3.649315068,1332,4.877330165,,,,,,,,,
665,5.693,,3.654794521,1334,4.875847149,,,,,,,,,
666,5.69,,3.660273973,1336,4.87436805,,,,,,,,,
667,5.688,,3.665753425,1338,4.872892853,,,,,,,,,
668,5.685,,3.671232877,1340,4.871421544,,,,,,,,,
669,5.683,,3.676712329,1342,4.869954107,,,,,,,,,
670,5.68,,3.682191781,1344,4.868490529,,,,,,,,,
671,5.678,,3.687671233,1346,4.867030795,,,,,,,,,
672,5.675,,3.693150685,1348,4.86557489,,,,,,,,,
673,5.673,,3.698630137,1350,4.864122799,,,,,,,,,
674,5.671,,3.704109589,1352,4.86267451,,,,,,,,,
675,5.668,,3.709589041,1354,4.861230007,,,,,,,,,
676,5.666,,3.715068493,1356,4.859789276,,,,,,,,,
677,5.663,,3.720547945,1358,4.858352303,,,,,,,,,
678,5.661,,3.726027397,1360,4.856919075,,,,,,,,,
679,5.659,,3.731506849,1362,4.855489577,,,,,,,,,
680,5.656,,3.736986301,1364,4.854063795,,,,,,,,,
681,5.654,,3.742465753,1366,4.852641716,,,,,,,,,
682,5.652,,3.747945205,1368,4.851223326,,,,,,,,,
683,5.649,,3.753424658,1370,4.849808611,,,,,,,,,
684,5.647,,3.75890411,1372,4.848397557,,,,,,,,,
685,5.645,,3.764383562,1374,4.846990152,,,,,,,,,
686,5.642,,3.769863014,1376,4.845586382,,,,,,,,,
687,5.64,,3.775342466,1378,4.844186232,,,,,,,,,
688,5.638,,3.780821918,1380,4.842789691,,,,,,,,,
689,5.635,,3.78630137,1382,4.841396744,,,,,,,,,
690,5.633,,3.791780822,1384,4.840007379,,,,,,,,,
691,5.631,,3.797260274,1386,4.838621582,,,,,,,,,
692,5.628,,3.802739726,1388,4.837239341,,,,,,,,,
693,5.626,,3.808219178,1390,4.835860642,,,,,,,,,
694,5.624,,3.81369863,1392,4.834485472,,,,,,,,,
695,5.621,,3.819178082,1394,4.833113819,,,,,,,,,
696,5.619,,3.824657534,1396,4.83174567,,,,,,,,,
697,5.617,,3.830136986,1398,4.830381012,,,,,,,,,
698,5.615,,3.835616438,1400,4.829019832,,,,,,,,,
699,5.612,,3.84109589,1402,4.827662117,,,,,,,,,
700,5.61,,3.846575342,1404,4.826307856,,,,,,,,,
701,5.608,,3.852054795,1406,4.824957036,,,,,,,,,
702,5.605,,3.857534247,1408,4.823609644,,,,,,,,,
703,5.603,,3.863013699,1410,4.822265668,,,,,,,,,
704,5.601,,3.868493151,1412,4.820925095,,,,,,,,,
705,5.599,,3.873972603,1414,4.819587914,,,,,,,,,
706,5.596,,3.879452055,1416,4.818254112,,,,,,,,,
707,5.594,,3.884931507,1418,4.816923677,,,,,,,,,
708,5.592,,3.890410959,1420,4.815596597,,,,,,,,,
709,5.59,,3.895890411,1422,4.81427286,,,,,,,,,
710,5.588,,3.901369863,1424,4.812952454,,,,,,,,,
711,5.585,,3.906849315,1426,4.811635367,,,,,,,,,
712,5.583,,3.912328767,1428,4.810321588,,,,,,,,,
713,5.581,,3.917808219,1430,4.809011103,,,,,,,,,
714,5.579,,3.923287671,1432,4.807703903,,,,,,,,,
715,5.577,,3.928767123,1434,4.806399975,,,,,,,,,
716,5.574,,3.934246575,1436,4.805099307,,,,,,,,,
717,5.572,,3.939726027,1438,4.803801888,,,,,,,,,
718,5.57,,3.945205479,1440,4.802507707,,,,,,,,,
719,5.568,,3.950684932,1442,4.801216751,,,,,,,,,
720,5.566,,3.956164384,1444,4.799929011,,,,,,,,,
721,5.564,,3.961643836,1446,4.798644473,,,,,,,,,
722,5.561,,3.967123288,1448,4.797363128,,,,,,,,,
723,5.559,,3.97260274,1450,4.796084963,,,,,,,,,
724,5.557,,3.978082192,1452,4.794809968,,,,,,,,,
725,5.555,,3.983561644,1454,4.793538131,,,,,,,,,
726,5.553,,3.989041096,1456,4.792269442,,,,,,,,,
727,5.551,,3.994520548,1458,4.791003889,,,,,,,,,
728,5.548,,4,1460,4.789741462,,,,,,,,,
729,5.546,,4.005479452,1462,4.788482149,,,,,,,,,
730,5.544,,4.010958904,1464,4.787225939,,,,,,,,,
731,5.542,,4.016438356,1466,4.785972823,,,,,,,,,
732,5.54,,4.021917808,1468,4.784722789,,,,,,,,,
733,5.538,,4.02739726,1470,4.783475826,,,,,,,,,
734,5.536,,4.032876712,1472,4.782231923,,,,,,,,,
735,5.534,,4.038356164,1474,4.780991071,,,,,,,,,
736,5.532,,4.043835616,1476,4.779753259,,,,,,,,,
737,5.53,,4.049315068,1478,4.778518475,,,,,,,,,
738,5.527,,4.054794521,1480,4.77728671,,,,,,,,,
739,5.525,,4.060273973,1482,4.776057953,,,,,,,,,
740,5.523,,4.065753425,1484,4.774832194,,,,,,,,,
741,5.521,,4.071232877,1486,4.773609423,,,,,,,,,
742,5.519,,4.076712329,1488,4.772389629,,,,,,,,,
743,5.517,,4.082191781,1490,4.771172801,,,,,,,,,
744,5.515,,4.087671233,1492,4.769958931,,,,,,,,,
745,5.513,,4.093150685,1494,4.768748007,,,,,,,,,
746,5.511,,4.098630137,1496,4.76754002,,,,,,,,,
747,5.509,,4.104109589,1498,4.76633496,,,,,,,,,
748,5.507,,4.109589041,1500,4.765132816,,,,,,,,,
749,5.505,,4.115068493,1502,4.763933579,,,,,,,,,
750,5.503,,4.120547945,1504,4.762737239,,,,,,,,,
751,5.501,,4.126027397,1506,4.761543785,,,,,,,,,
752,5.499,,4.131506849,1508,4.760353209,,,,,,,,,
753,5.497,,4.136986301,1510,4.759165501,,,,,,,,,
754,5.495,,4.142465753,1512,4.757980649,,,,,,,,,
755,5.493,,4.147945205,1514,4.756798646,,,,,,,,,
756,5.491,,4.153424658,1516,4.755619482,,,,,,,,,
757,5.489,,4.15890411,1518,4.754443146,,,,,,,,,
758,5.487,,4.164383562,1520,4.753269629,,,,,,,,,
759,5.485,,4.169863014,1522,4.752098922,,,,,,,,,
760,5.483,,4.175342466,1524,4.750931016,,,,,,,,,
761,5.481,,4.180821918,1526,4.7497659,,,,,,,,,
762,5.479,,4.18630137,1528,4.748603566,,,,,,,,,
763,5.477,,4.191780822,1530,4.747444005,,,,,,,,,
764,5.475,,4.197260274,1532,4.746287206,,,,,,,,,
765,5.473,,4.202739726,1534,4.745133161,,,,,,,,,
766,5.471,,4.208219178,1536,4.74398186,,,,,,,,,
767,5.469,,4.21369863,1538,4.742833295,,,,,,,,,
768,5.467,,4.219178082,1540,4.741687456,,,,,,,,,
769,5.465,,4.224657534,1542,4.740544334,,,,,,,,,
770,5.463,,4.230136986,1544,4.739403921,,,,,,,,,
771,5.461,,4.235616438,1546,4.738266206,,,,,,,,,
772,5.459,,4.24109589,1548,4.737131182,,,,,,,,,
773,5.457,,4.246575342,1550,4.735998839,,,,,,,,,
774,5.455,,4.252054795,1552,4.734869169,,,,,,,,,
775,5.453,,4.257534247,1554,4.733742162,,,,,,,,,
776,5.451,,4.263013699,1556,4.73261781,,,,,,,,,
777,5.45,,4.268493151,1558,4.731496104,,,,,,,,,
778,5.448,,4.273972603,1560,4.730377036,,,,,,,,,
779,5.446,,4.279452055,1562,4.729260596,,,,,,,,,
780,5.444,,4.284931507,1564,4.728146776,,,,,,,,,
781,5.442,,4.290410959,1566,4.727035568,,,,,,,,,
782,5.44,,4.295890411,1568,4.725926962,,,,,,,,,
783,5.438,,4.301369863,1570,4.724820951,,,,,,,,,
784,5.436,,4.306849315,1572,4.723717526,,,,,,,,,
785,5.434,,4.312328767,1574,4.722616678,,,,,,,,,
786,5.433,,4.317808219,1576,4.721518399,,,,,,,,,
787,5.431,,4.323287671,1578,4.720422681,,,,,,,,,
788,5.429,,4.328767123,1580,4.719329515,,,,,,,,,
789,5.427,,4.334246575,1582,4.718238893,,,,,,,,,
790,5.425,,4.339726027,1584,4.717150807,,,,,,,,,
791,5.423,,4.345205479,1586,4.716065248,,,,,,,,,
792,5.421,,4.350684932,1588,4.714982209,,,,,,,,,
793,5.419,,4.356164384,1590,4.713901681,,,,,,,,,
794,5.418,,4.361643836,1592,4.712823656,,,,,,,,,
795,5.416,,4.367123288,1594,4.711748125,,,,,,,,,
796,5.414,,4.37260274,1596,4.710675082,,,,,,,,,
797,5.412,,4.378082192,1598,4.709604518,,,,,,,,,
798,5.41,,4.383561644,1600,4.708536425,,,,,,,,,
799,5.408,,4.389041096,1602,4.707470794,,,,,,,,,
800,5.407,,4.394520548,1604,4.706407619,,,,,,,,,
801,5.405,,4.4,1606,4.705346891,,,,,,,,,
802,5.403,,4.405479452,1608,4.704288602,,,,,,,,,
803,5.401,,4.410958904,1610,4.703232745,,,,,,,,,
804,5.399,,4.416438356,1612,4.702179312,,,,,,,,,
805,5.398,,4.421917808,1614,4.701128294,,,,,,,,,
806,5.396,,4.42739726,1616,4.700079685,,,,,,,,,
807,5.394,,4.432876712,1618,4.699033477,,,,,,,,,
808,5.392,,4.438356164,1620,4.697989662,,,,,,,,,
809,5.39,,4.443835616,1622,4.696948232,,,,,,,,,
810,5.389,,4.449315068,1624,4.69590918,,,,,,,,,
811,5.387,,4.454794521,1626,4.694872498,,,,,,,,,
812,5.385,,4.460273973,1628,4.693838179,,,,,,,,,
813,5.383,,4.465753425,1630,4.692806215,,,,,,,,,
814,5.382,,4.471232877,1632,4.691776599,,,,,,,,,
815,5.38,,4.476712329,1634,4.690749324,,,,,,,,,
816,5.378,,4.482191781,1636,4.689724381,,,,,,,,,
817,5.376,,4.487671233,1638,4.688701764,,,,,,,,,
818,5.374,,4.493150685,1640,4.687681466,,,,,,,,,
819,5.373,,4.498630137,1642,4.686663479,,,,,,,,,
820,5.371,,4.504109589,1644,4.685647795,,,,,,,,,
821,5.369,,4.509589041,1646,4.684634409,,,,,,,,,
822,5.367,,4.515068493,1648,4.683623311,,,,,,,,,
823,5.366,,4.520547945,1650,4.682614496,,,,,,,,,
824,5.364,,4.526027397,1652,4.681607956,,,,,,,,,
825,5.362,,4.531506849,1654,4.680603684,,,,,,,,,
826,5.361,,4.536986301,1656,4.679601673,,,,,,,,,
827,5.359,,4.542465753,1658,4.678601916,,,,,,,,,
828,5.357,,4.547945205,1660,4.677604405,,,,,,,,,
829,5.355,,4.553424658,1662,4.676609134,,,,,,,,,
830,5.354,,4.55890411,1664,4.675616097,,,,,,,,,
831,5.352,,4.564383562,1666,4.674625285,,,,,,,,,
832,5.35,,4.569863014,1668,4.673636692,,,,,,,,,
833,5.349,,4.575342466,1670,4.672650312,,,,,,,,,
834,5.347,,4.580821918,1672,4.671666137,,,,,,,,,
835,5.345,,4.58630137,1674,4.67068416,,,,,,,,,
836,5.343,,4.591780822,1676,4.669704376,,,,,,,,,
837,5.342,,4.597260274,1678,4.668726776,,,,,,,,,
838,5.34,,4.602739726,1680,4.667751354,,,,,,,,,
839,5.338,,4.608219178,1682,4.666778104,,,,,,,,,
840,5.337,,4.61369863,1684,4.665807019,,,,,,,,,
841,5.335,,4.619178082,1686,4.664838092,,,,,,,,,
842,5.333,,4.624657534,1688,4.663871317,,,,,,,,,
843,5.332,,4.630136986,1690,4.662906687,,,,,,,,,
844,5.33,,4.635616438,1692,4.661944195,,,,,,,,,
845,5.328,,4.64109589,1694,4.660983835,,,,,,,,,
846,5.327,,4.646575342,1696,4.660025601,,,,,,,,,
847,5.325,,4.652054795,1698,4.659069485,,,,,,,,,
848,5.323,,4.657534247,1700,4.658115483,,,,,,,,,
849,5.322,,4.663013699,1702,4.657163586,,,,,,,,,
850,5.32,,4.668493151,1704,4.656213788,,,,,,,,,
851,5.319,,4.673972603,1706,4.655266084,,,,,,,,,
852,5.317,,4.679452055,1708,4.654320467,,,,,,,,,
853,5.315,,4.684931507,1710,4.65337693,,,,,,,,,
854,5.314,,4.690410959,1712,4.652435468,,,,,,,,,
